id,char1,char2,char3,char4,example,mean,py1,py2,py3,py4,pytone1,pytone2,pytone3,pytone4,source
101,黯,然,伤,神,篝灯询母，如秋蝶～。（清·淮阳百一居士《壶天录》上卷）,沮丧的样子。情绪低沉，心神忧伤。,an,ran,shang,shen,àn,rán,shāng,shén,梁·江淹《别赋》：“黯然销魂者，惟别而已矣。”
102,黯,然,失,色,所有同类题材的绘画和它比较起来，都～。（秦牧《艺海拾贝·〈最后的晚餐〉》）,黯然：心里不舒服、情绪低落的样子；失色：因惊恐而变以脸色。本指心怀不好，脸色难看。后多比喻相形之下很有差距，远远不如。,an,ran,shi,se,àn,rán,shī,sè,南朝梁·江淹《别赋》：“黯然销魂者，惟别而已矣。”李善注：“黯然，失色貌”
103,黯,然,销,魂,“无言独上西楼”，深闺的空寥，弥漫在漠漠的冥色里，离情别绪，～！（郭枫《且饮一杯寂寞》）,黯然：心怀沮丧、面色难看的样子；销魂：灵魂离开肉体。心怀沮丧得好象丢了魂似的。形容非常悲伤或愁苦。,an,ran,xiao,hun,àn,rán,xiāo,hún,梁·江淹《别赋》：“黯然销魂者，惟别而已矣。”
104,暗,淡,无,光,太阳过了，整个天空又显得～，北风在头项上呼呼地嚎叫着。（欧阳山《苦斗》五八）,暗淡：不明亮，昏暗。形容失去光彩。,an,dan,wu,guang,àn,dàn,wú,guāng,
105,暗,渡,陈,仓,孤家用韩信之计，明修栈道，～，攻定三秦，动取五国。（元·无名氏《气英布》第一折）,渡：越过；陈仓：古县名，在今陕西省宝鸡市东。比喻用造假象的手段来达到某种目的。也隐喻男女私通。,an,du,chen,cang,àn,dù,chén,cāng,元·无名氏《暗渡陈仓》第二折：“着樊哙明修栈道，俺可暗度陈仓古道。这楚兵不知是智，必然排兵在栈道守把。俺往陈仓古道抄截，杀他个措手不及也。”
106,暗,箭,难,防,孩儿也，一了说明枪好躲，～。（元·无名氏《独角牛》）,冷箭最难防范。比喻阴谋诡计难以预防。,an,jian,nan,fang,àn,jiàn,nán,fáng,宋·刘炎《迩言》卷六：“暗箭中人，其深次骨，人之怨之，亦必次骨，以其掩人所不备也。”
107,暗,箭,伤,人,有荼毒生灵的强盗，有～的强盗。（清·李汝珍《镜花缘》第五十八回）,放冷箭伤害人。比喻暗地里用某种手段伤害人。,an,jian,shang,ren,àn,jiàn,shāng,rén,宋·刘炎《迩言》卷六：“暗箭中人，其深次骨，人之怨之，亦必次骨，以其掩人所不备也。”
108,暗,昧,之,事,庞吉你乃堂堂国戚，如何行此小人～。（清·石玉昆《三侠五义》第三十二回）,指见不得人的丑事。,an,mei,zhi,shi,àn,mèi,zhī,shì,
109,暗,气,暗,恼,,受了气闷在心里。,an,qi,an,nao,àn,qì,àn,nǎo,明·兰陵笑笑生《金瓶梅词话》第六十二回：“又着了那暗气暗恼在心里，就是铁石人也禁不的。”
110,暗,弱,无,断,,愚昧软弱，没有决断。,an,ruo,wu,duan,àn,ruò,wú,duàn,《资治通鉴·卷九十一·晋元帝太兴三年》：“(司马保)好读书而暗弱无断，故及于难”。
111,暗,室,不,欺,知县生平～，既读孔、孟之书，怎敢行盗跖之事？（明·冯梦龙《醒世恒言》卷十三）,在没有人看见的地方，也不做见不得人的事。,an,shi,bu,qi,àn,shì,bù,qī,唐·骆宾王《萤火赋》：“类君子之有道，入暗室而不欺。”
112,暗,室,逢,灯,,比喻在危难或困惑中，忽然遇人援救或指点引导。,an,shi,feng,deng,àn,shì,féng,dēng,《野叟曝言》十回：“天幸遇著相公，如暗室逢灯，绝渡逢舟，从此读书作文，俱可望有门径矣！”
113,暗,室,亏,心,我想来今生不报，来世偿还，正所谓～，神目如电。（明·范受益《寻亲记·托梦》）,在暗中做见不得人的亏心事。,an,shi,kui,xin,àn,shì,kuī,xīn,元·张养浩《折桂令》曲：“暗室亏心，纵然致富，天意何如。”
114,暗,室,欺,心,方信道暗室亏心，难逃他神目如电。（《元曲选·无名氏<冤家债主>三》）,在黑暗的屋子里昧着良心做坏事。指偷偷地做坏事。,an,shi,qi,xin,àn,shì,qī,xīn,宋·陈元靓《事林广记·卷九·警世格言》：“人间私语，天闻若雷，暗室欺心，神目如电。”
115,暗,室,求,物,,在没有光亮的房间寻找东西。比喻读书不得要领，难见成效。,an,shi,qiu,wu,àn,shì,qiú,wù,《朱子语类辑略·总论为学之方》：“要紧只是看大底道理分明，遍处自寻得。如暗室求物，把为来便照见；若只管去摸索，……”
116,暗,送,秋,波,对张（作霖）则～，对曹（锟）尤密切勾结。（蔡东藩、许廑父《民国通俗演义》第一二四回）,旧时比喻美女的眼睛象秋天明净的水波一样。指暗中眉目传情。,an,song,qiu,bo,àn,sòng,qiū,bō,宋·苏轼《百步洪》诗之二：“佳人未肯回秋波，幼舆欲语防飞梭。”
117,暗,无,天,日,上自王后，下至弄臣，骇得凝结着的神色也应声活动起来，似乎感到～的悲哀。（鲁迅《故事新编·铸剑》）,形容在反动势力统治下社会的黑暗。,an,wu,tian,ri,àn,wú,tiān,rì,清·蒲松龄《聊斋志异·老龙船户》：“剖腹沉石，惨冤已甚，而木雕之有司，绝不少关痛痒，岂特粤东之暗无天日哉！”
118,暗,香,疏,影,两个站在小桥上，疏影暗香，自甘清冷，屋后山冈积雪如银，背着手玩赏。（清·陈忱《水浒后传》第十四回）,原形容梅花的香味和姿态，后被用为梅花的代称。,an,xiang,shu,ying,àn,xiāng,shū,yǐng,宋·林逋《林和靖集·卷二·山园小梅》诗：“疏影横斜水清浅，暗香浮动月黄昏”
119,暗,中,摸,索,先生有志于木刻，是极好的事，但访木刻家是无益的，因为就是已有成绩的木刻家，也还在～。（《鲁迅书信集·致沈振黄》）,摸索：寻求，探索。在黑暗中寻找。后比喻没有人指导，独自钻研。,an,zhong,mo,suo,àn,zhōng,mō,suǒ,唐·刘餗《隋唐嘉话》：“许敬宗性轻傲，见人多忘之。或谓其不聪。曰：‘卿自难记，若遇何（何逊）、刘（刘孝绰）、沈（沈约）、谢（谢眺），暗中摸索者亦可识之。’”
120,昂,藏,七,尺,,指轩昂伟岸的男子汉。,ang,cang,qi,chi,áng,cáng,qī,chǐ,
121,昂,然,自,得,,自得：自己感到舒适。指大模大样，满不在乎的样子。,ang,ran,zi,de,áng,rán,zì,dé,宋·欧阳修《与高司谏书》：“今乃不然，反昂然自得，了无愧畏。”
122,昂,首,阔,步,新郎～，在他身边迈着鸭子步，为的是显摆他那马靴和银马刺。（老舍《鼓书艺人》二十四）,昂：仰，高抬。抬起头迈开大步向前。形容精神抖擞，意气风发。,ang,shou,kuo,bu,áng,shǒu,kuò,bù,
123,昂,首,伸,眉,他们获得了比赛的胜利，～地回来了。,伸：扬。抬头扬眉。形容意气昂扬的样子。,ang,shou,shen,mei,áng,shǒu,shēn,méi,汉·司马迁《报任少卿书》：“乃欲仰首伸眉，论列是非，不亦轻朝廷，羞当世之士耶！”
124,昂,首,天,外,某些人做事不从实际出发，往往～。,抬起头望着天边。形容态度傲慢，或做事脱离实际。,ang,shou,tian,wai,áng,shǒu,tiān,wài,清·归庄《王大痴像赞》：“昂其首，睅其目，举觞而望青天者，是为王大痴。”
125,昂,首,挺,胸,个个视死如归，坚贞不屈，～站在那里。王之燕同志领头高呼起口号。（《上饶集中营·浩气长存》）,抬起头，挺起胸膛。形容斗志高，士气旺。,ang,shou,ting,xiong,áng,shǒu,tǐng,xiōng,
126,昂,首,望,天,要做这件事，第一是眼睛向下，不要只是～。（毛泽东《〈农村调查〉的序言和跋》）,仰起头，望着天。喻指眼光向上，作风浮泛，不肯放下架子、深入基层。,ang,shou,wang,tian,áng,shǒu,wàng,tiān,清·归庄《王大痴像赞》：“昂其首，睅其目，举觞而望青天者，是为王大痴。”
127,盎,盂,相,击,,比喻一家人争吵。,ang,yu,xiang,ji,àng,yú,xiāng,jī,清·文康《儿女英雄传》第三十一回：“只就他夫妻三个这番外面情形讲，此后自然该益发合成一片性情，加上几分伉俪，把午间那番盎盂相击化得水乳无痕。”
128,盎,盂,相,敲,,比喻一家人争吵。,ang,yu,xiang,qiao,àng,yú,xiāng,qiāo,清·蒲松龄《聊斋志异·卷十一·青蛙神》：“且盎盂相敲，皆臣所为，无所涉于父母。”
129,嗷,嗷,待,哺,文章尽可在别的刊物上发表，对于～的创造社的几种刊物却一字也不肯飞来。（郭沫若《学生时代·创造十年续编》）,嗷嗷：哀鸣声；待：等待；哺：喂食。饥饿时急于求食的样子。形容受饥饿的悲惨情景。,ao,ao,dai,bu,áo,áo,dài,bǔ,《诗经·小雅·鸿雁》：“鸿雁于飞，哀鸣嗷嗷。”汉·荀悦《前汉纪·成帝纪三》：“作治数年，天下遍被其劳，国家疲弊，府库空虚，下至众庶，嗷嗷苦之。”
130,熬,肠,刮,肚,,谓从事饮食方面尽力节俭。,ao,chang,gua,du,áo,cháng,guā,dù,
131,熬,更,守,夜,,指熬夜。,ao,geng,shou,ye,áo,gēng,shǒu,yè,
132,熬,姜,呷,醋,,比喻生活清苦。,ao,jiang,xia,cu,áo,jiāng,xiā,cù,
133,熬,清,守,淡,,忍受清苦乏味的生活。,ao,qing,shou,dan,áo,qīng,shǒu,dàn,
134,熬,心,费,力,,耗费心神和气力。,ao,xin,fei,li,áo,xīn,fèi,lì,
135,傲,不,可,长,～，像他那样傲慢的孩子，家长应加强教育。,傲慢之心不可以滋长。,ao,bu,ke,zhang,ào,bù,kě,zhǎng,《礼记·曲礼上》：“傲不可长，欲不可纵，志不可满，乐不可极。”
136,傲,骨,嶙,嶙,,傲骨：指高傲不屈的性格。嶙嶙：山崖突兀貌。比喻高傲不屈。,ao,gu,lin,lin,ào,gǔ,lín,lín,清·蒲松龄《聊斋志异·叶生》“行踪落落，对影长愁；傲骨嶙嶙，搔头自爱。”
137,傲,慢,不,逊,,逊：谦逊。态度高傲自大，对人不讲谦让。,ao,man,bu,xun,ào,màn,bù,xùn,《汉书·萧望之传》：“有司奏乐君责使者礼，遇丞相无礼，廉声不闻，敖（傲）不逊。”
138,傲,慢,少,礼,,态度傲慢，对人不讲礼节。,ao,man,shao,li,ào,màn,shǎo,lǐ,明·罗贯中《三国演义》第五十三回：“自襄阳赶刘玄德不着，来投韩玄；玄怪其傲慢少礼，不肯重用。”
139,傲,睨,得,志,,傲睨：傲慢地斜眼看。得志：愿望实现。形容因实现愿望而看不起一切的神情。,ao,ni,de,zhi,ào,nì,dé,zhì,明·罗贯中《三国演义》第六十回：“原来曹操自破马超回，傲睨得志，每日饮宴，无事少出，国政皆在相府商议。”
140,傲,睨,万,物,……益自尊大，宝自有而～。（鲁迅《文化偏至论》）,睨：斜视。斜着眼看一切事物。形容目空一切，什么都瞧不起。,ao,ni,wan,wu,ào,nì,wàn,wù,宋·黄庭坚《豫章文集·卷二十六·跋俞秀老清老诗颂》：“清老往与余共学于涟水，其傲睨万物，滑稽以玩世，白首不哀”。
141,傲,睨,一,世,,睨：斜视。高傲地旁观，对当代的一切都不看在眼里。形容傲慢自负，目空一切。,ao,ni,yi,shi,ào,nì,yī,shì,《宋史·沈辽传》：“辽字睿达，幼挺拔不群，长而好学尚友，傲睨一世。”宋·高斯得《耻堂存稿·留赵给事奏札》：“但其再来，遂负虚骄之气，傲睨一世，自以人莫能及。”
142,傲,睨,自,若,他衣着考究，出手阔绰，一副～的样子。,睨：斜视。自若：指满不在乎。形容自高自大、藐视一切的样子。,ao,ni,zi,ruo,ào,nì,zì,ruò,明·罗贯中《三国演义》第六十五回：“简雍在城下唤门。（刘）璋令开门接入。雍坐在车中，傲睨自若。”
143,傲,然,屹,立,抽茎了，长叶了，铁骨青枝，～。（古华《芙蓉镇》）,形容坚定，不可动摇地站立着。,ao,ran,yi,li,ào,rán,yì,lì,
144,傲,世,轻,物,,物：他人或环境。鄙弃世俗，看不起别人。也指高傲自大。,ao,shi,qing,wu,ào,shì,qīng,wù,《淮南子·齐俗训》：“敖（傲）世轻物，不污不俗。”
145,傲,霜,斗,雪,,傲视寒霜，抗击白雪。形容不畏严寒。比喻人身处逆境而不屈服。,ao,shuang,dou,xue,ào,shuāng,dòu,xuě,元·吴昌龄《张天师》第三折：“玉骨冰肌谁可匹，傲雪欺霜夺第一。”
146,傲,头,傲,脑,,形容倔强、桀骜不驯的样子。,ao,tou,ao,nao,ào,tóu,ào,nǎo,
147,傲,贤,慢,士,,贤：有才德的人。士：读书人和有才干的人。用傲慢的态度对待有德有才的人。,ao,xian,man,shi,ào,xián,màn,shì,明·罗贯中《三国演义》第六十回：“何期逆贼恣逞奸雄，傲贤慢士，故特来见明公。”
148,傲,雪,凌,霜,如松柏之性，～。（清·钱泳《履园丛话·谭诗·总论》）,形容不畏霜雪严寒，外界条件越艰苦越有精神。比喻经过长期磨练，面对冷酷迫害或打击毫不示弱、无所畏惧。傲，傲慢、蔑视。,ao,xue,ling,shuang,ào,xuě,líng,shuāng,宋·杨无咎《柳梢青》：“傲雪凌霜，平欺寒力，搀借春光。”
149,傲,雪,欺,霜,千百年来，曾有多少文人墨客歌咏那～的梅花啊！,形容不畏霜雪严寒，外界条件越艰苦越有精神。比喻经过长期磨练，面对冷酷迫害或打击毫不示弱、无所畏惧。傲，傲慢、蔑视。,ao,xue,qi,shuang,ào,xuě,qī,shuāng,元·吴昌龄《张天师》：“梅花云：我这梅花……玉骨冰肌谁可匹，傲雪凌霜夺第一。”
150,奥,妙,无,穷,,奥：深奥。指其中不易为人所知而奇妙有趣之处极多。,ao,miao,wu,qiong,ào,miào,wú,qióng,
151,懊,悔,无,及,,后悔已来不及了。,ao,hui,wu,ji,ào,huǐ,wú,jí,明·罗贯中《三国演义》第九十八回；“令人往探之，果是虚营，只插着数十面旌旗，兵已去了二日也。曹真懊悔无及。”
152,八,百,孤,寒,,八百：形容很多；孤寒：指贫寒的读书人。许许多多贫寒的读书人。,ba,bai,gu,han,bā,bǎi,gū,hán,清·黄景仁《两当轩集·十四·岁暮怀人》：“幔亭仙客休相待，八百孤寒要此人。”
153,八,拜,之,交,今日在圣贤炉前成了～，有福同享，有马同骑。（清·李绿园《歧路灯》卷二十）,八拜：原指古代世交子弟谒见长辈的礼节；交：友谊。旧时朋友结为兄弟的关系。,ba,bai,zhi,jiao,bā,bài,zhī,jiāo,宋·邵伯温《闻见后录》：“丰稷谒潞公，公着道出，语之曰：汝父吾客也，只八拜。稷不得已，只拜之。”
154,八,斗,之,才,乃归来及一月，竟溘然长逝，年仅愈弱冠耳。怀～，饮万斛之恨。（清·梁起超《饮冰室诗话·二四》）,才：才华。比喻人极有才华。,ba,dou,zhi,cai,bā,dǒu,zhī,cái,《南史·谢灵运传》：“天下才共一石，曹子建独得八斗，我得一斗，自古及今共用一斗。”
